question,answer,img_id,type
những gì được trưng bày trong phòng sạch,đồng hồ,547221,0
có bao nhiêu đèn dừng treo cao trong không khí,ba,577355,1
màu của chiếc tàu là gì,màu đỏ,43776,2
có bao nhiêu con hươu cao cổ đang đi bên cạnh những chiếc ô tô trên đường phố thành phố,hai,123008,1
những gì được bao phủ trong gấu bông nâu trong một cửa hàng bách hóa,cây,580284,0
có bao nhiêu người đang đi trên con đường đất,hai,379781,1
bốn người đàn ông đang lập văn phòng và ăn gì vậy,bữa trưa,365626,0
màu của xe buýt là gì,màu xanh lá,347135,2
những gì đang nằm trên giường trắng với một chiếc gối sọc giữa chúng,con mèo,553547,0
có bao nhiêu người đang ngồi trên băng ghế gỗ ăn đĩa thức ăn,ba,144388,1
ba người đang chơi ở đâu,hồ bơi,98162,3
có bao nhiêu phụ nữ đứng quanh chiếc bánh và mỉm cười,năm,84211,1
hai đứa trẻ đong đưa những gì,cây gậy,426523,0
nhà bếp có gì với hai ngọn truy cập sáng bóng bên cạnh một giá treo tường,lò vi sóng,514018,0
cậu bé đang nằm ở đâu,giường,508822,3
gấu trúc đang điều tra một vật lạ ở đâu,chuồng,439326,3
người đàn ông đang mặc một bộ đồ ở đâu,sân vườn,107900,3
màu sắc của máy giặt là gì,màu đỏ,10337,2
tv treo ở đâu,phòng,358584,3
có bao nhiêu người đàn ông đứng trong phòng họp trước bảng trắng,bốn,567000,1
cái gì đang ngồi dưới bầu trời đầy sương mù,tòa tháp,430760,0
màu của sàn là gì,màu xám,195761,2
cái gì phủ đầy gỉ sét đang đậu trong sân,xe tải,500829,0
có bao nhiêu con voi đi một mình trên một vùng nước,ba,431628,1
những gì lái xuống phố trong một thành phố,xe máy,487688,0
mọi người bay bằng gì trên biển,diều,362469,0
màu của nón là gì,màu cam,397599,2
người phụ nữ đi bộ qua thị trấn có bao nhiêu con bò,ba,118895,1
người phụ nữ đang cắt gì trên một đĩa,bánh,460183,0
có bao nhiêu người trượt tuyết đang đứng cạnh nhau trên tuyết,ba,430193,1
những gì đang đi xuống các đường ray bên cạnh cây cối,tàu hỏa,471737,0
điều gì đang nhìn theo hướng của máy ảnh,con voi,488368,0
cái gì ở mặt sau của một chiếc xe màu đỏ,vali,573105,0
màu của chiếc ô là gì,màu cam,48408,2
cái gì nhìn qua gỗ để xem những gì ở phía trước,gấu,378765,0
làm gì hai con voi nhốt nhau trong khu vực bàn chải,xe tải,562595,0
có bao nhiêu phụ nữ với chó đang tạo dáng trước một chiếc đồng hồ lớn,hai,571920,1
nơi nào có một vài chiếc bánh cupcake sô cô la,chảo,235652,3
màu của chiếc tàu là gì,màu vàng,446307,2
màu của bồn tắm là gì,màu trắng,332740,2
con mèo đang ngồi ở đâu trong khi một đứa trẻ ngủ,giường,91465,3
một số bông cải xanh ở đâu,món ăn,66708,3
những người đàn ông đang thưởng thức một chiếc bánh pizza mới làm ở đâu,quán ăn,363719,3
màu của xe buýt là gì,màu xanh dương,553735,2
con chó đang ngồi ở đâu,cái ghế,317781,3
màu của băng là gì,màu vàng,127454,2
màu của con chim là gì,màu xám,62301,2
người phụ nữ thưởng thức một ly bia ở đâu,bến du thuyền,463284,3
công nhân nhà bếp đứng ở đâu,phòng bếp,80011,3
màu của cái bát là gì,màu nâu,271416,2
con mèo ngồi ở đâu,giường,182758,3
những gì đỗ bên cạnh nhau trong rất nhiều,xe tải,413275,0
những gì đang ngồi trên đỉnh gỗ,con chim,386146,0
có bao nhiêu con voi đang cùng nhau đi dạo trong vòng vây của chúng,bốn,42696,1
một đám đông người đang đứng ở đâu,trang thiết bị,543803,3
người chơi bóng chày đu quay gì ở một quả bóng chày đang đến gần,gậy,390401,0
màu của chiếc ô là gì,màu xanh lá,547348,2
những gì đi lang thang trên cánh đồng cùng với một ngôi làng,con ngựa,380892,0
hai giỏ và một chiếc khăn ở đâu,phòng tắm,490927,0
những gì đang di chuyển trên đường,xe ô tô,580829,0
những gì đang nằm trên máy tính xách tay,con mèo,568508,0
màu của dấu hiệu là gì,màu trắng,77569,2
màu của nhà để xe là gì,màu xám,125377,2
màu của xe tải là gì,màu cam,577835,2
người đàn ông trẻ đang đeo cà vạt ở đâu,ô cửa,259366,3
có bao nhiêu người đàn ông chơi tennis trên sân xi măng,hai,411044,1
những gì chứa đầy đồ đạc và bộ cửa kính,phòng,344621,0
có gì ở con phố có hàng ghế dài ở công viên,cây,558992,0
người xuống dốc tuyết,ván trượt,413948,0
có bao nhiêu chàng trai đang tập lướt ván trên bãi biển đầy cát,năm,66423,1
màu sắc của các chữ cái là gì,màu xanh dương,299488,2
màu của con mèo là gì,màu xám,308739,2
có bao nhiêu phụ nữ đạp xe trên đường trong ngày,ba,355231,1
những gì đang đứng trên một tảng đá nhìn chằm chằm xuống máy ảnh,gấu,450004,0
con ngựa kéo bốn người ở đâu,đường,517603,3
hai con hươu cao cổ đang ăn thứ gì từ cây cao trong môi trường sống do con người tạo ra,lá,347925,0
có bao nhiêu người đang thơ thẩn trên chiếc thuyền nhỏ trên mặt nước,bốn,134986,1
màu của con mèo là gì,màu xám,252420,2
người đàn ông mỉm cười ở đâu và một người phụ nữ đứng,phòng bếp,161567,3
màu của con mèo là gì,màu đen,193254,2
hai cô gái trẻ nằm ở đâu khi sử dụng máy tính xách tay,giường,427040,3
bàn phím máy tính đã làm gì trên gỗ,cái bàn,356828,0
màu của xe máy là gì,màu đen,351298,2
nhóm các chàng trai trượt băng ở đâu,đường phố,493597,3
những gì gặm cỏ trên một loại cây bụi nhỏ,con ngựa,457097,0
có bao nhiêu người bạn đã sẵn sàng để trượt tuyết vào ngày nắng ấm áp.,ba,576886,1
những gì đậu trên cành,con chim,551861,0
một số khăn tay và bồn rửa tay ở đâu,phòng tắm,445392,3
người phụ nữ đang chơi tennis ở đâu,xe lăn,157693,3
những gì ngồi trong bình bằng nước,bông hoa,530457,0
có bao nhiêu cách cho thấy người đàn ông làm mặt,bốn,212838,1
những bông hoa nằm ở đâu,lọ cắm hoa,398270,3
màu của xe buýt là gì,màu đỏ,12626,2
màu của vùng đât là gì,màu xanh lá,229352,2
có bao nhiêu con ngựa vằn đang ăn cỏ,hai,529348,1
màu của xe là gì,màu vàng,74179,2
những gì đang được sử dụng như bình hoa,chai,400052,0
"những gì đứng đầu với nấm, bông cải xanh, hành tây và phô mai",pizza,549224,0
có bao nhiêu sĩ quan đang cắt chiếc bánh quân đội lớn đầy màu sắc,năm,373251,1
hàng của quân đội hoa kỳ những gì,máy bay,395849,0
những gì thắp sáng vào ban đêm gần tòa nhà khác,tòa tháp,391648,0
những gì đang đóng ở bàn bên ngoài khách sạn,chiếc ô,500211,0
màu của lá là gì,màu xanh lá,409078,2
màu của con mèo là gì,màu đen,575902,2
người đàn ông mang túi hàng tạp hóa cưỡi cái gì,ván trượt,341645,0
có bao nhiêu con ngựa vằn đứng ở phía bên kia của lan can,ba,198706,1
hai con hươu cao cổ đang ở đâu,vườn bách thú,7697,3
ba thứ có kích thước khác nhau đang ngồi ở một cái bàn với bát cháo là gì,gấu,467096,0
"phòng đã sẵn sàng cho bà mẹ và em bé mới, được trang trí bằng những món đồ cổ điển ở đâu",nhà ở,503274,3
có bao nhiêu người đàn ông chơi wii với những người khác sau lưng họ trên máy tính,hai,490022,1
con mèo ngồi ở đâu,bồn tắm,263493,3
những gì hiển thị trên bàn gỗ trong cài đặt cửa hàng,bánh ngọt,538236,0
nhóm hoa màu đỏ ở đâu với thân cây xanh dài,lọ cắm hoa,242597,3
có bao nhiêu chiếc máy bay phản lực màu xanh bay qua bầu trời không một gợn mây,sáu,90106,1
có bao nhiêu máy bay phản lực đang đậu ở sân bay lớn,năm,381599,1
những gì xung quanh gần một nhà kho,con ngựa,358494,0
người đàn ông dùng vợt đánh cái gì,quả bóng,579060,0
màu của con ngựa là gì,màu trắng,550759,2
màu của đèn là gì,màu trắng,290668,2
có bao nhiêu nụ cười đang nằm trên những chiếc giường tầng màu xám,hai,30973,1
có bao nhiêu cô gái nhỏ đang ngồi trên xích đu ôm gấu bông,hai,227621,1
những gì trên cành với lá một mình,con chim,512337,0
người đàn ông cầm những gì phản chiếu trong một tấm gương phòng tắm ,máy ảnh,383606,0
chăn thả trong cánh đồng mở,gấu,458177,0
màu của bánh răng là gì,màu đen,21151,2
màu của nền là gì,màu xanh lá,546232,2
có bao nhiêu con ngựa vằn đang gặm cỏ trong khi một con ngựa vằn khác đang đứng đó,hai,211529,1
người phụ nữ để một con diều hâu đi đâu,găng tay,534954,3
màu của chiếc mũ là gì,màu vàng,438485,2
những gì đang ngồi trên cành cây,con chim,440706,0
xe lửa màu vàng ở đâu với những người trên chúng,trạm,572840,3
những gì đang nằm trên bàn với kính râm trên,xe đẩy,549649,0
nhà vệ sinh trắng và tủ có màu nâu ở đâu,phòng tắm,282283,3
những gì đỗ trên đường ray bên cạnh một số nước ngập lụt,xe đạp,508672,0
những gì được hiển thị bên dưới nhu yếu phẩm du lịch dấu hiệu,gấu,373440,0
xe buýt rời khỏi trạm xe buýt ở đâu,đường phố,553407,3
số lượng lớn hành lý cá nhân nằm ở đâu,trạm,22240,3
màu sắc của hành lý là gì,màu đen,570409,2
người đàn ông trả lại quả bóng tennis bằng cách sử dụng cái gì,vợt,373356,0
quan điểm arial của thành phố này cho thấy gì,các tòa nhà,411184,0
có bao nhiêu cái ghế ở phía trước lò sưởi gần cầu thang,hai,451337,1
màu của con ngựa là gì,màu nâu,260276,2
có bao nhiêu bông hoa màu đỏ được cắm trong bình,bốn,176612,1
con mèo lớn nằm ở đâu,cửa sổ,476530,3
tmột đồng cỏ con gì ăn một vài ngọn cỏ,con cừu,383039,0
có bao nhiêu con hươu cao cổ đứng cạnh màn hình ai cập giả,ba,55973,1
những gì chứa đầy hai con chó nóng và khoai tây chiên,cái mâm,397734,0
có bao nhiêu chiếc máy bay đang bay theo một mô hình có tổ chức,bốn,101270,1
người đàn ông sử dụng máy tính xách tay ở đâu,phòng,232684,3
màu của chiếc đĩa là gì,màu cam,123764,2
con hươu cao cổ đơn độc ở đâu,vườn bách thú,26958,3
người đàn ông trẻ mang theo những gì trong bộ đồ tắm màu đỏ,ván lướt sóng,581557,0
bánh pizza chưa nấu chín với xúc xích nằm ở đâu,chảo,497500,3
màu của bồn tắm là gì,màu trắng,478505,2
có bao nhiêu người đàn ông đang chơi trò ném đĩa trên bãi biển,ba,25643,1
những gì đậu trên cành cây,con chim,396252,0
những gì ngồi trên đỉnh bục cho một trung tâm,bình hoa,530583,0
màu của bếp là gì,màu đen,25765,2
có một cây cổ thụ ở đâu,vườn bách thú,428837,3
có bao nhiêu người đàn ông đứng trên núi cầm ván trượt tuyết,ba,209357,1
điều gì đang vượt qua đường phố với một chiếc xe đằng sau nó,hươu cao cổ,513778,0
những gì đang đi trên bãi biển,con bò,525665,0
có bao nhiêu nhà vệ sinh đối diện nhau với rào cản riêng tư,hai,115709,1
người phụ nữ đang thưởng thức một món salad ở đâu,quán ăn,182997,3
"xe lửa màu đỏ, trắng và xanh dừng ở đâu",trạm,295461,3
lớn bao nhiêu tín hiệu đèn giao thông được đặt để dừng tất cả các hướng,chín,471332,1
có bao nhiêu người đàn ông đang cầm bộ điều khiển trò chơi điện tử,hai,196377,1
người đi xe máy cưỡi những gì đang mỉm cười với máy ảnh,hộp số,457254,0
có bao nhiêu người đàn ông được hình dung ở quầy thức ăn,bốn,242090,1
bông hoa ở đâu,lọ cắm hoa,237851,3
màu của bếp là gì,màu trắng,215135,2
đâu là người đàn ông mặc một chiếc nút chai đứng,phòng,341886,3
có bao nhiêu cây gậy bóng chày trên bàn đấu giá im lặng,năm,528432,1
có bao nhiêu đoàn tàu đậu cạnh nhau trên đường ray,hai,312692,1
màu của áo là gì,màu nâu,302932,2
hai người chìm ở đâu có lợi cho chủ nhà,phòng tắm,515893,3
những gì đỗ trên con đường gần nhà,xe tải,454382,0
mèo đen và trắng béo ở đâu,tủ đá,242210,3
có bao nhiêu cốc đang ngồi trên một bộ đếm màu xám,hai,305343,1
những gì bị ngập lụt trên bờ của nó vài inch và mọi người đang ngồi trên băng ghế,hồ,474862,0
những gì trong nước di chuyển,con vịt,572574,0
có bao nhiêu người đang chơi trò chơi ném đĩa trong khu vực cỏ,bốn,518265,1
thứ hai người đàn ông đá trên vỉa hè thành phố là gì,quả bóng,566282,0
màu của bồn cầu là gì,màu trắng,188252,2
màu sắc của giao thông là gì,màu đỏ,435764,2
những gì chuẩn bị hạ cánh trên đường băng,máy bay,532338,0
giường bao đậu lớn đang ở đâu,phòng ngủ,230109,3
băng ghế đã làm gì trước một cây nho,rào chắn,461007,0
người đang cưỡi ván trượt trên tuyết phủ đang cầm cái gì,ba lan,356827,0
có bao nhiêu người đàn ông đang ngồi trên băng ghế công viên khổng lồ,ba,428780,1
hai người đàn ông mang về bãi biển cái gì,bảng,480210,0
có bao nhiêu đứa trẻ nhỏ trên ván trượt tuyết với tuyết và cây trong nền,hai,294712,1
